country,code,year,emission,flag
Oceania,,1873,0.56044054,True
Oceania,,1874,0.6057521,True
Oceania,,1875,0.59927016,True
Oceania,,1876,0.5922023,True
Oceania,,1877,0.63846064,True
Oceania,,1878,0.7699141,True
Oceania,,1879,0.797371,True
Oceania,,1880,0.76770675,True
Oceania,,1881,0.90166235,True
Oceania,,1882,1.0351987,True
Oceania,,1883,1.1990659,True
Oceania,,1884,1.2900813,True
Oceania,,1885,1.3515136,True
Oceania,,1886,1.3211308,True
Oceania,,1887,1.3432807,True
Oceania,,1888,1.4593703,True
Oceania,,1889,1.5473624,True
Oceania,,1890,1.3625517,True
Oceania,,1891,1.6477367,True
Oceania,,1892,1.5402519,True
Oceania,,1893,1.394479,True
Oceania,,1894,1.5269287,True
Oceania,,1895,1.5494742,True
Oceania,,1896,1.6291397,True
Oceania,,1897,1.7568121,True
Oceania,,1898,1.8639662,True
Oceania,,1899,1.8949157,True
Oceania,,1900,2.1297188,True
Oceania,,1901,2.398582,True
Oceania,,1902,2.4026918,True
Oceania,,1903,2.363649,True
Oceania,,1904,2.4231951,True
Oceania,,1905,2.485356,True
Oceania,,1906,2.8574042,True
Oceania,,1907,3.027907,True
Oceania,,1908,3.1917098,True
Oceania,,1909,2.8318686,True
Oceania,,1910,3.3242135,True
Oceania,,1911,3.530919,True
Oceania,,1912,3.774761,True
Oceania,,1913,3.867985,True
Oceania,,1914,4.2468805,True
Oceania,,1915,3.8045247,True
Oceania,,1916,3.4347842,True
Oceania,,1917,3.5402331,True
Oceania,,1918,3.757969,True
Oceania,,1919,3.49445,True
Oceania,,1920,3.8772013,True
Oceania,,1921,3.510862,True
Oceania,,1922,3.6104672,True
Oceania,,1923,3.6792982,True
Oceania,,1924,3.9433222,True
Oceania,,1925,4.0621634,True
Oceania,,1926,3.9878254,True
Oceania,,1927,4.1629214,True
Oceania,,1928,3.8592007,True
Oceania,,1929,3.580529,True
Oceania,,1930,3.3903053,True
Oceania,,1931,2.920057,True
Oceania,,1932,2.8755095,True
Oceania,,1933,3.0296645,True
Oceania,,1934,3.1927643,True
Oceania,,1935,3.461274,True
Oceania,,1936,3.6665754,True
Oceania,,1937,3.8941302,True
Oceania,,1938,3.8277617,True
Oceania,,1939,4.2247157,True
Oceania,,1940,3.9086487,True
Oceania,,1941,4.277715,True
Oceania,,1942,4.467558,True
Oceania,,1943,4.332158,True
Oceania,,1944,4.244469,True
Oceania,,1945,4.005228,True
Oceania,,1946,4.220124,True
Oceania,,1947,4.3274937,True
Oceania,,1948,4.4369144,True
Oceania,,1949,4.443873,True
Oceania,,1950,5.1796675,True
Oceania,,1951,5.4405174,True
Oceania,,1952,5.517898,True
Oceania,,1953,5.3786316,True
Oceania,,1954,5.6657767,True
Oceania,,1955,5.867113,True
Oceania,,1956,6.0268946,True
Oceania,,1957,5.9240394,True
Oceania,,1958,5.9242535,True
Oceania,,1959,6.126216,True
Oceania,,1960,6.363156,True
Oceania,,1961,6.2171125,True
Oceania,,1962,6.277265,True
Oceania,,1963,6.5223575,True
Oceania,,1964,6.925097,True
Oceania,,1965,7.397585,True
Oceania,,1966,7.402917,True
Oceania,,1967,7.6110053,True
Oceania,,1968,7.840994,True
Oceania,,1969,8.129324,True
Oceania,,1970,8.582403,True
Oceania,,1971,8.572796,True
Oceania,,1972,8.547465,True
Oceania,,1973,9.34125,True
Oceania,,1974,9.045361,True
Oceania,,1975,9.192579,True
Oceania,,1976,8.951953,True
Oceania,,1977,9.450861,True
Oceania,,1978,9.620124,True
Oceania,,1979,9.510918,True
Oceania,,1980,9.976412,True
Oceania,,1981,10.190011,True
Oceania,,1982,10.260925,True
Oceania,,1983,9.655535,True
Oceania,,1984,9.977391,True
Oceania,,1985,10.246483,True
Oceania,,1986,10.115782,True
Oceania,,1987,10.434084,True
Oceania,,1988,10.55867,True
Oceania,,1989,11.009869,True
Oceania,,1990,11.631334,True
Oceania,,1991,11.50744,True
Oceania,,1992,11.584653,True
Oceania,,1993,11.569558,True
Oceania,,1994,11.5813055,True
Oceania,,1995,11.800394,True
Oceania,,1996,11.902845,True
Oceania,,1997,12.071582,True
Oceania,,1998,12.333371,True
Oceania,,1999,12.502916,True
Oceania,,2000,12.5565815,True
Oceania,,2001,12.68603,True
Oceania,,2002,12.655363,True
Oceania,,2003,12.74918,True
Oceania,,2004,12.965085,True
Oceania,,2005,12.905806,True
Oceania,,2006,12.865789,True
Oceania,,2007,12.852808,True
Oceania,,2008,12.740268,True
Oceania,,2009,12.473266,True
Oceania,,2010,12.215351,True
Oceania,,2011,11.974459,True
Oceania,,2012,11.847845,True
Oceania,,2013,11.453989,True
Oceania,,2014,11.170394,True
Oceania,,2015,11.20562,True
Oceania,,2016,11.212951,True
Oceania,,2017,11.126029,True
Oceania,,2018,11.01326,True
Oceania,,2019,10.870177,True
Oceania,,2020,10.262237,True
Oceania,,2021,9.925465,True
Oceania,,2022,9.6684675,True
Oceania,,2023,9.498645,True
South America,,1844,0.0014039242,True
South America,,1845,0.002053181,True
South America,,1846,0.002550151,True
South America,,1847,0.0030576747,True
South America,,1848,0.0034128835,True
South America,,1849,0.0061191246,True
South America,,1850,0.0048894696,True
South America,,1851,0.005662584,True
South America,,1852,0.0091734305,True
South America,,1853,0.005859478,True
South America,,1854,0.0002685756,True
South America,,1855,0.0074515436,True
South America,,1856,0.027229564,True
South America,,1857,0.04267045,True
South America,,1858,0.046171896,True
South America,,1859,0.036001474,True
South America,,1860,0.04850115,True
South America,,1861,0.044145875,True
South America,,1862,0.040292315,True
South America,,1863,0.043720767,True
South America,,1864,0.053091038,True
South America,,1865,0.0614143,True
South America,,1866,0.0828002,True
South America,,1867,0.0869269,True
South America,,1868,0.09990708,True
South America,,1869,0.0884349,True
South America,,1870,0.08925572,True
South America,,1871,0.093262084,True
South America,,1872,0.122471064,True
South America,,1873,0.1325245,True
South America,,1874,0.14764744,True
South America,,1875,0.12602736,True
South America,,1876,0.12251304,True
South America,,1877,0.112519205,True
South America,,1878,0.10823685,True
South America,,1879,0.110142805,True
South America,,1880,0.12377966,True
South America,,1881,0.13206337,True
South America,,1882,0.13241042,True
South America,,1883,0.1381004,True
South America,,1884,0.15397647,True
South America,,1885,0.15740004,True
South America,,1886,0.14477074,True
South America,,1887,0.16448963,True
South America,,1888,0.19616435,True
South America,,1889,0.22697216,True
South America,,1890,0.18685704,True
South America,,1891,0.19056651,True
South America,,1892,0.19093779,True
South America,,1893,0.1871768,True
South America,,1894,0.22925468,True
South America,,1895,0.22868921,True
South America,,1896,0.24172585,True
South America,,1897,0.22009735,True
South America,,1898,0.23147582,True
South America,,1899,0.23780607,True
South America,,1900,0.21621478,True
South America,,1901,0.22880019,True
South America,,1902,0.23927331,True
South America,,1903,0.23916085,True
South America,,1904,0.2441603,True
South America,,1905,0.27950913,True
South America,,1906,0.3327609,True
South America,,1907,0.37236306,True
South America,,1908,0.3854601,True
South America,,1909,0.37234485,True
South America,,1910,0.409141,True
South America,,1911,0.46478626,True
South America,,1912,0.47052085,True
South America,,1913,0.4845292,True
South America,,1914,0.3947213,True
South America,,1915,0.2812881,True
South America,,1916,0.25774732,True
South America,,1917,0.22582251,True
South America,,1918,0.19718663,True
South America,,1919,0.22625773,True
South America,,1920,0.2625075,True
South America,,1921,0.24539292,True
South America,,1922,0.27437925,True
South America,,1923,0.3052269,True
South America,,1924,0.37482536,True
South America,,1925,0.3898891,True
South America,,1926,0.3971582,True
South America,,1927,0.426782,True
South America,,1928,0.43834385,True
South America,,1929,0.47283188,True
South America,,1930,0.3948104,True
South America,,1931,0.3535584,True
South America,,1932,0.39088354,True
South America,,1933,0.4336828,True
South America,,1934,0.4763104,True
South America,,1935,0.5045812,True
South America,,1936,0.48874187,True
South America,,1937,0.60005814,True
South America,,1938,0.54905653,True
South America,,1939,0.5266004,True
South America,,1940,0.56424356,True
South America,,1941,0.5589522,True
South America,,1942,0.51370543,True
South America,,1943,0.50880134,True
South America,,1944,0.54848903,True
South America,,1945,0.54272,True
South America,,1946,0.5582945,True
South America,,1947,0.5954354,True
South America,,1948,0.6482543,True
South America,,1949,0.64339936,True
South America,,1950,1.0041252,True
South America,,1951,1.1316378,True
South America,,1952,1.1869769,True
South America,,1953,1.1484048,True
South America,,1954,1.2002786,True
South America,,1955,1.3150389,True
South America,,1956,1.3855478,True
South America,,1957,1.4118547,True
South America,,1958,1.2726239,True
South America,,1959,1.3643128,True
South America,,1960,1.3418474,True
South America,,1961,1.322744,True
South America,,1962,1.3757348,True
South America,,1963,1.3623674,True
South America,,1964,1.3916813,True
South America,,1965,1.4144202,True
South America,,1966,1.4471157,True
South America,,1967,1.4974184,True
South America,,1968,1.5722023,True
South America,,1969,1.6611322,True
South America,,1970,1.7612857,True
South America,,1971,1.7654233,True
South America,,1972,1.8049742,True
South America,,1973,1.9106458,True
South America,,1974,1.9812641,True
South America,,1975,1.9145433,True
South America,,1976,1.9070463,True
South America,,1977,1.9335144,True
South America,,1978,2.0091722,True
South America,,1979,2.1016436,True
South America,,1980,2.1134648,True
South America,,1981,1.9912705,True
South America,,1982,1.952632,True
South America,,1983,1.8910402,True
South America,,1984,1.872352,True
South America,,1985,1.872126,True
South America,,1986,1.9365332,True
South America,,1987,1.9968826,True
South America,,1988,2.0391772,True
South America,,1989,1.9988374,True
South America,,1990,2.0242348,True
South America,,1991,2.0137577,True
South America,,1992,2.0179183,True
South America,,1993,2.0946045,True
South America,,1994,2.068786,True
South America,,1995,2.1404684,True
South America,,1996,2.1989539,True
South America,,1997,2.306244,True
South America,,1998,2.3422096,True
South America,,1999,2.371028,True
South America,,2000,2.3355525,True
South America,,2001,2.245923,True
South America,,2002,2.2949753,True
South America,,2003,2.268036,True
South America,,2004,2.3400238,True
South America,,2005,2.3792698,True
South America,,2006,2.4261527,True
South America,,2007,2.4917042,True
South America,,2008,2.580225,True
South America,,2009,2.4859676,True
South America,,2010,2.7460268,True
South America,,2011,2.762352,True
South America,,2012,2.8741672,True
South America,,2013,3.0076852,True
South America,,2014,3.0187407,True
South America,,2015,2.919601,True
South America,,2016,2.7744315,True
South America,,2017,2.711443,True
South America,,2018,2.5650232,True
South America,,2019,2.562557,True
South America,,2020,2.2995842,True
South America,,2021,2.522531,True
South America,,2022,2.548061,True
South America,,2023,2.5627933,True
